date,region,channel,category,product,units,unit_price,discount_pct,revenue,unit_cost,cost,gross_profit
2025-01-15,EMEA,In-store,Beauty & Wellness,Collagen Powder,6,34.99,0.25,157.45,14.0,84.0,73.45
2025-01-15,EMEA,In-store,Electronics,Smart Speaker,2,49.99,0.0,99.98,34.99,69.98,30.0
2025-01-15,EMEA,In-store,Media & Entertainment,Vinyl Record,4,27.99,0.25,83.97,16.79,67.16,16.81
2025-01-15,EMEA,Online,Beauty & Wellness,Collagen Powder,2,34.99,0.0,69.98,14.0,28.0,41.98
2025-01-15,EMEA,Online,Home & Kitchen,Cookware Set,1,129.99,0.0,129.99,84.49,84.49,45.5
2025-01-15,EMEA,Online,Media & Entertainment,Blu-ray Box Set,1,39.99,0.2,31.99,29.99,29.99,2.0
2025-01-15,LATAM,In-store,Electronics,USB-C Charger,4,19.99,0.1,71.96,10.99,43.96,28.0
2025-01-15,North America,In-store,Apparel,Running Tee,6,24.99,0.15,127.45,11.25,67.5,59.95
2025-01-15,North America,In-store,Beauty & Wellness,Electric Toothbrush,7,59.99,0.0,419.93,32.99,230.93,189.0
2025-01-15,UK & Ireland,In-store,Home & Kitchen,Air Fryer,6,89.99,0.0,539.94,62.99,377.94,162.0
2025-01-15,UK & Ireland,In-store,Home & Kitchen,Cookware Set,3,129.99,0.0,389.97,84.49,253.47,136.5
2025-01-16,APAC,In-store,Media & Entertainment,Blu-ray Box Set,5,39.99,0.0,199.95,29.99,149.95,50.0
2025-01-16,APAC,Online,Home & Kitchen,Cookware Set,1,129.99,0.0,129.99,84.49,84.49,45.5
2025-01-16,EMEA,In-store,Apparel,Denim Jacket,4,69.99,0.0,279.96,34.99,139.96,140.0
2025-01-16,EMEA,In-store,Apparel,Running Tee,9,24.99,0.0,224.91,11.25,101.25,123.66
2025-01-16,EMEA,In-store,Electronics,USB-C Charger,12,19.99,0.0,239.88,10.99,131.88,108.0
2025-01-16,EMEA,In-store,Home & Kitchen,Air Fryer,6,89.99,0.15,458.95,62.99,377.94,81.01
2025-01-16,EMEA,In-store,Home & Kitchen,Coffee Grinder,9,39.99,0.25,269.93,23.99,215.91,54.02
2025-01-16,EMEA,Online,Electronics,Smart Speaker,1,49.99,0.0,49.99,34.99,34.99,15.0
2025-01-16,EMEA,Online,Media & Entertainment,Board Game,2,34.99,0.0,69.98,19.24,38.48,31.5
2025-01-16,LATAM,In-store,Electronics,USB-C Charger,8,19.99,0.0,159.92,10.99,87.92,72.0
2025-01-16,LATAM,In-store,Media & Entertainment,Vinyl Record,1,27.99,0.0,27.99,16.79,16.79,11.2
2025-01-16,North America,Online,Electronics,Smart Speaker,1,49.99,0.25,37.49,34.99,34.99,2.5
2025-01-16,UK & Ireland,Online,Apparel,Wool Socks 3-pack,1,14.99,0.0,14.99,6.0,6.0,8.99
2025-01-17,APAC,Online,Apparel,Denim Jacket,2,69.99,0.15,118.98,34.99,69.98,49.0
2025-01-17,EMEA,Online,Apparel,Wool Socks 3-pack,6,14.99,0.15,76.45,6.0,36.0,40.45
2025-01-17,LATAM,In-store,Electronics,Wireless Earbuds,6,79.99,0.0,479.94,51.99,311.94,168.0
2025-01-17,LATAM,In-store,Media & Entertainment,Vinyl Record,6,27.99,0.0,167.94,16.79,100.74,67.2
2025-01-17,LATAM,Online,Electronics,Smart Speaker,4,49.99,0.0,199.96,34.99,139.96,60.0
2025-01-17,LATAM,Online,Home & Kitchen,Coffee Grinder,1,39.99,0.0,39.99,23.99,23.99,16.0
2025-01-17,North America,In-store,Beauty & Wellness,Collagen Powder,12,34.99,0.1,377.89,14.0,168.0,209.89
2025-01-17,North America,In-store,Electronics,Smart Speaker,11,49.99,0.1,494.9,34.99,384.89,110.01
2025-01-17,North America,In-store,Electronics,USB-C Charger,9,19.99,0.0,179.91,10.99,98.91,81.0
2025-01-17,North America,Online,Home & Kitchen,Air Fryer,4,89.99,0.2,287.97,62.99,251.96,36.01
2025-01-17,UK & Ireland,In-store,Beauty & Wellness,Electric Toothbrush,4,59.99,0.25,179.97,32.99,131.96,48.01
2025-01-17,UK & Ireland,In-store,Home & Kitchen,Coffee Grinder,3,39.99,0.0,119.97,23.99,71.97,48.0
2025-01-17,UK & Ireland,In-store,Home & Kitchen,Cookware Set,1,129.99,0.0,129.99,84.49,84.49,45.5
2025-01-17,UK & Ireland,In-store,Media & Entertainment,Board Game,10,34.99,0.0,349.9,19.24,192.4,157.5
2025-01-17,UK & Ireland,Online,Media & Entertainment,Vinyl Record,2,27.99,0.1,50.38,16.79,33.58,16.8
2025-01-18,APAC,In-store,Apparel,Running Tee,3,24.99,0.0,74.97,11.25,33.75,41.22
2025-01-18,EMEA,In-store,Electronics,Wireless Earbuds,14,79.99,0.0,1119.86,51.99,727.86,392.0
2025-01-18,EMEA,Online,Beauty & Wellness,Vitamin C Serum,5,29.99,0.0,149.95,10.5,52.5,97.45
2025-01-18,EMEA,Online,Electronics,USB-C Charger,5,19.99,0.15,84.96,10.99,54.95,30.01
2025-01-18,LATAM,In-store,Apparel,Running Tee,2,24.99,0.0,49.98,11.25,22.5,27.48
2025-01-19,APAC,Online,Home & Kitchen,Cookware Set,3,129.99,0.0,389.97,84.49,253.47,136.5
2025-01-19,EMEA,In-store,Apparel,Running Tee,7,24.99,0.25,131.2,11.25,78.75,52.45
2025-01-19,EMEA,In-store,Media & Entertainment,Board Game,7,34.99,0.0,244.93,19.24,134.68,110.25
2025-01-19,EMEA,Online,Apparel,Denim Jacket,1,69.99,0.1,62.99,34.99,34.99,28.0
2025-01-19,EMEA,Online,Apparel,Wool Socks 3-pack,3,14.99,0.0,44.97,6.0,18.0,26.97
2025-01-19,LATAM,In-store,Apparel,Running Tee,3,24.99,0.0,74.97,11.25,33.75,41.22
2025-01-19,LATAM,In-store,Beauty & Wellness,Collagen Powder,9,34.99,0.0,314.91,14.0,126.0,188.91
2025-01-19,LATAM,Online,Apparel,Running Tee,6,24.99,0.25,112.45,11.25,67.5,44.95
2025-01-19,LATAM,Online,Beauty & Wellness,Collagen Powder,4,34.99,0.15,118.97,14.0,56.0,62.97
2025-01-19,LATAM,Online,Media & Entertainment,Board Game,2,34.99,0.2,55.98,19.24,38.48,17.5
2025-01-19,North America,In-store,Home & Kitchen,Air Fryer,6,89.99,0.0,539.94,62.99,377.94,162.0
2025-01-19,North America,Online,Apparel,Running Tee,6,24.99,0.2,119.95,11.25,67.5,52.45
2025-01-19,North America,Online,Apparel,Wool Socks 3-pack,2,14.99,0.0,29.98,6.0,12.0,17.98
2025-01-19,North America,Online,Home & Kitchen,Coffee Grinder,1,39.99,0.0,39.99,23.99,23.99,16.0
2025-01-19,UK & Ireland,In-store,Electronics,Wireless Earbuds,11,79.99,0.0,879.89,51.99,571.89,308.0
2025-01-20,APAC,In-store,Apparel,Running Tee,10,24.99,0.1,224.91,11.25,112.5,112.41
2025-01-20,APAC,In-store,Beauty & Wellness,Electric Toothbrush,4,59.99,0.15,203.97,32.99,131.96,72.01
2025-01-20,APAC,In-store,Electronics,Smart Speaker,7,49.99,0.0,349.93,34.99,244.93,105.0
2025-01-20,APAC,Online,Apparel,Denim Jacket,2,69.99,0.2,111.98,34.99,69.98,42.0
2025-01-20,EMEA,In-store,Electronics,USB-C Charger,4,19.99,0.0,79.96,10.99,43.96,36.0
2025-01-20,EMEA,Online,Media & Entertainment,Board Game,2,34.99,0.0,69.98,19.24,38.48,31.5
2025-01-20,LATAM,Online,Home & Kitchen,Cookware Set,2,129.99,0.15,220.98,84.49,168.98,52.0
2025-01-20,North America,In-store,Apparel,Denim Jacket,3,69.99,0.0,209.97,34.99,104.97,105.0
2025-01-20,North America,In-store,Beauty & Wellness,Collagen Powder,2,34.99,0.2,55.98,14.0,28.0,27.98
2025-01-20,North America,In-store,Electronics,Wireless Earbuds,8,79.99,0.0,639.92,51.99,415.92,224.0
2025-01-20,North America,Online,Apparel,Denim Jacket,1,69.99,0.0,69.99,34.99,34.99,35.0
2025-01-20,UK & Ireland,In-store,Home & Kitchen,Coffee Grinder,4,39.99,0.0,159.96,23.99,95.96,64.0
2025-01-20,UK & Ireland,Online,Electronics,USB-C Charger,5,19.99,0.0,99.95,10.99,54.95,45.0
2025-01-21,EMEA,Online,Media & Entertainment,Vinyl Record,2,27.99,0.0,55.98,16.79,33.58,22.4
2025-01-21,LATAM,In-store,Apparel,Running Tee,3,24.99,0.15,63.72,11.25,33.75,29.97
2025-01-21,LATAM,In-store,Electronics,Wireless Earbuds,7,79.99,0.0,559.93,51.99,363.93,196.0
2025-01-21,LATAM,In-store,Home & Kitchen,Air Fryer,4,89.99,0.25,269.97,62.99,251.96,18.01
2025-01-21,North America,In-store,Beauty & Wellness,Electric Toothbrush,5,59.99,0.0,299.95,32.99,164.95,135.0
2025-01-21,North America,In-store,Home & Kitchen,Air Fryer,6,89.99,0.0,539.94,62.99,377.94,162.0
2025-01-21,North America,Online,Apparel,Wool Socks 3-pack,4,14.99,0.0,59.96,6.0,24.0,35.96
2025-01-21,North America,Online,Beauty & Wellness,Collagen Powder,2,34.99,0.2,55.98,14.0,28.0,27.98
2025-01-21,North America,Online,Electronics,Smart Speaker,4,49.99,0.0,199.96,34.99,139.96,60.0
2025-01-21,North America,Online,Home & Kitchen,Coffee Grinder,1,39.99,0.25,29.99,23.99,23.99,6.0
2025-01-21,North America,Online,Home & Kitchen,Cookware Set,2,129.99,0.2,207.98,84.49,168.98,39.0
2025-01-21,North America,Online,Media & Entertainment,Blu-ray Box Set,2,39.99,0.0,79.98,29.99,59.98,20.0
2025-01-21,UK & Ireland,In-store,Home & Kitchen,Cookware Set,7,129.99,0.25,682.45,84.49,591.43,91.02
2025-01-21,UK & Ireland,Online,Apparel,Running Tee,5,24.99,0.0,124.95,11.25,56.25,68.7
2025-01-21,UK & Ireland,Online,Media & Entertainment,Board Game,3,34.99,0.0,104.97,19.24,57.72,47.25
2025-01-22,APAC,In-store,Beauty & Wellness,Collagen Powder,2,34.99,0.0,69.98,14.0,28.0,41.98
2025-01-22,APAC,Online,Beauty & Wellness,Collagen Powder,3,34.99,0.0,104.97,14.0,42.0,62.97
2025-01-22,APAC,Online,Electronics,Smart Speaker,2,49.99,0.0,99.98,34.99,69.98,30.0
2025-01-22,EMEA,In-store,Home & Kitchen,Cookware Set,2,129.99,0.25,194.99,84.49,168.98,26.01
2025-01-22,EMEA,Online,Electronics,USB-C Charger,2,19.99,0.25,29.98,10.99,21.98,8.0
2025-01-22,EMEA,Online,Media & Entertainment,Board Game,3,34.99,0.0,104.97,19.24,57.72,47.25
2025-01-22,LATAM,In-store,Apparel,Running Tee,4,24.99,0.25,74.97,11.25,45.0,29.97
2025-01-22,North America,In-store,Apparel,Denim Jacket,5,69.99,0.0,349.95,34.99,174.95,175.0
2025-01-22,North America,In-store,Home & Kitchen,Coffee Grinder,1,39.99,0.2,31.99,23.99,23.99,8.0
2025-01-22,North America,In-store,Home & Kitchen,Cookware Set,1,129.99,0.0,129.99,84.49,84.49,45.5
2025-01-22,North America,Online,Beauty & Wellness,Electric Toothbrush,4,59.99,0.0,239.96,32.99,131.96,108.0
2025-01-22,North America,Online,Electronics,Wireless Earbuds,9,79.99,0.0,719.91,51.99,467.91,252.0
2025-01-22,UK & Ireland,In-store,Electronics,Smart Speaker,3,49.99,0.0,149.97,34.99,104.97,45.0
2025-01-22,UK & Ireland,In-store,Media & Entertainment,Board Game,7,34.99,0.1,220.44,19.24,134.68,85.76
2025-01-22,UK & Ireland,Online,Home & Kitchen,Cookware Set,3,129.99,0.0,389.97,84.49,253.47,136.5
2025-01-23,APAC,In-store,Beauty & Wellness,Vitamin C Serum,5,29.99,0.0,149.95,10.5,52.5,97.45
2025-01-23,APAC,In-store,Media & Entertainment,Blu-ray Box Set,8,39.99,0.25,239.94,29.99,239.92,0.02
2025-01-23,APAC,In-store,Media & Entertainment,Board Game,5,34.99,0.0,174.95,19.24,96.2,78.75
2025-01-23,APAC,Online,Beauty & Wellness,Electric Toothbrush,3,59.99,0.0,179.97,32.99,98.97,81.0
2025-01-23,APAC,Online,Electronics,USB-C Charger,5,19.99,0.0,99.95,10.99,54.95,45.0
2025-01-23,EMEA,In-store,Electronics,Wireless Earbuds,8,79.99,0.25,479.94,51.99,415.92,64.02
2025-01-23,EMEA,Online,Home & Kitchen,Coffee Grinder,3,39.99,0.0,119.97,23.99,71.97,48.0
2025-01-23,LATAM,In-store,Home & Kitchen,Air Fryer,5,89.99,0.1,404.95,62.99,314.95,90.0
2025-01-23,LATAM,In-store,Media & Entertainment,Vinyl Record,4,27.99,0.15,95.17,16.79,67.16,28.01
2025-01-23,North America,In-store,Electronics,Wireless Earbuds,13,79.99,0.15,883.89,51.99,675.87,208.02
2025-01-23,North America,In-store,Home & Kitchen,Coffee Grinder,4,39.99,0.0,159.96,23.99,95.96,64.0
2025-01-23,North America,In-store,Media & Entertainment,Blu-ray Box Set,8,39.99,0.2,255.94,29.99,239.92,16.02
2025-01-23,North America,Online,Electronics,Smart Speaker,6,49.99,0.1,269.95,34.99,209.94,60.01
2025-01-23,UK & Ireland,Online,Beauty & Wellness,Vitamin C Serum,5,29.99,0.0,149.95,10.5,52.5,97.45
2025-01-23,UK & Ireland,Online,Media & Entertainment,Blu-ray Box Set,2,39.99,0.2,63.98,29.99,59.98,4.0
2025-01-24,EMEA,In-store,Apparel,Denim Jacket,6,69.99,0.0,419.94,34.99,209.94,210.0
2025-01-24,EMEA,In-store,Home & Kitchen,Cookware Set,2,129.99,0.0,259.98,84.49,168.98,91.0
2025-01-24,EMEA,In-store,Media & Entertainment,Vinyl Record,9,27.99,0.1,226.72,16.79,151.11,75.61
2025-01-24,LATAM,In-store,Home & Kitchen,Air Fryer,5,89.99,0.15,382.46,62.99,314.95,67.51
2025-01-24,LATAM,In-store,Media & Entertainment,Board Game,3,34.99,0.0,104.97,19.24,57.72,47.25
2025-01-24,LATAM,Online,Home & Kitchen,Cookware Set,1,129.99,0.0,129.99,84.49,84.49,45.5
2025-01-24,North America,In-store,Home & Kitchen,Air Fryer,4,89.99,0.0,359.96,62.99,251.96,108.0
2025-01-24,UK & Ireland,In-store,Home & Kitchen,Air Fryer,7,89.99,0.2,503.94,62.99,440.93,63.01
2025-01-24,UK & Ireland,Online,Apparel,Running Tee,4,24.99,0.0,99.96,11.25,45.0,54.96
2025-01-24,UK & Ireland,Online,Beauty & Wellness,Electric Toothbrush,4,59.99,0.0,239.96,32.99,131.96,108.0
2025-01-24,UK & Ireland,Online,Home & Kitchen,Air Fryer,7,89.99,0.15,535.44,62.99,440.93,94.51
2025-01-25,APAC,In-store,Apparel,Running Tee,9,24.99,0.1,202.42,11.25,101.25,101.17
2025-01-25,APAC,In-store,Beauty & Wellness,Vitamin C Serum,9,29.99,0.0,269.91,10.5,94.5,175.41
2025-01-25,APAC,In-store,Electronics,Smart Speaker,5,49.99,0.0,249.95,34.99,174.95,75.0
2025-01-25,EMEA,Online,Home & Kitchen,Air Fryer,2,89.99,0.0,179.98,62.99,125.98,54.0
2025-01-25,LATAM,In-store,Electronics,Wireless Earbuds,9,79.99,0.0,719.91,51.99,467.91,252.0
2025-01-25,LATAM,Online,Beauty & Wellness,Collagen Powder,1,34.99,0.0,34.99,14.0,14.0,20.99
2025-01-25,LATAM,Online,Beauty & Wellness,Vitamin C Serum,3,29.99,0.0,89.97,10.5,31.5,58.47
2025-01-25,North America,In-store,Beauty & Wellness,Collagen Powder,13,34.99,0.0,454.87,14.0,182.0,272.87
2025-01-25,North America,Online,Apparel,Running Tee,7,24.99,0.0,174.93,11.25,78.75,96.18
2025-01-25,North America,Online,Electronics,USB-C Charger,5,19.99,0.15,84.96,10.99,54.95,30.01
2025-01-25,UK & Ireland,Online,Media & Entertainment,Board Game,4,34.99,0.0,139.96,19.24,76.96,63.0
2025-01-26,APAC,In-store,Apparel,Denim Jacket,6,69.99,0.1,377.95,34.99,209.94,168.01
2025-01-26,APAC,In-store,Home & Kitchen,Coffee Grinder,6,39.99,0.0,239.94,23.99,143.94,96.0
2025-01-26,APAC,In-store,Media & Entertainment,Board Game,5,34.99,0.0,174.95,19.24,96.2,78.75
2025-01-26,APAC,In-store,Media & Entertainment,Vinyl Record,4,27.99,0.0,111.96,16.79,67.16,44.8
2025-01-26,APAC,Online,Electronics,Smart Speaker,5,49.99,0.0,249.95,34.99,174.95,75.0
2025-01-26,APAC,Online,Home & Kitchen,Air Fryer,2,89.99,0.0,179.98,62.99,125.98,54.0
2025-01-26,EMEA,Online,Beauty & Wellness,Collagen Powder,4,34.99,0.1,125.96,14.0,56.0,69.96
2025-01-26,EMEA,Online,Beauty & Wellness,Electric Toothbrush,1,59.99,0.1,53.99,32.99,32.99,21.0
2025-01-26,EMEA,Online,Home & Kitchen,Air Fryer,7,89.99,0.0,629.93,62.99,440.93,189.0
2025-01-26,EMEA,Online,Media & Entertainment,Blu-ray Box Set,1,39.99,0.0,39.99,29.99,29.99,10.0
2025-01-26,LATAM,In-store,Electronics,Wireless Earbuds,5,79.99,0.0,399.95,51.99,259.95,140.0
2025-01-26,LATAM,Online,Home & Kitchen,Air Fryer,2,89.99,0.0,179.98,62.99,125.98,54.0
2025-01-26,LATAM,Online,Media & Entertainment,Vinyl Record,2,27.99,0.2,44.78,16.79,33.58,11.2
2025-01-26,North America,In-store,Beauty & Wellness,Collagen Powder,12,34.99,0.0,419.88,14.0,168.0,251.88
2025-01-26,UK & Ireland,In-store,Electronics,Smart Speaker,5,49.99,0.0,249.95,34.99,174.95,75.0
2025-01-26,UK & Ireland,Online,Apparel,Wool Socks 3-pack,1,14.99,0.0,14.99,6.0,6.0,8.99
2025-01-26,UK & Ireland,Online,Home & Kitchen,Cookware Set,2,129.99,0.0,259.98,84.49,168.98,91.0
2025-01-26,UK & Ireland,Online,Media & Entertainment,Board Game,3,34.99,0.15,89.22,19.24,57.72,31.5
2025-01-27,APAC,Online,Beauty & Wellness,Vitamin C Serum,3,29.99,0.0,89.97,10.5,31.5,58.47
2025-01-27,APAC,Online,Media & Entertainment,Blu-ray Box Set,2,39.99,0.0,79.98,29.99,59.98,20.0
2025-01-27,EMEA,In-store,Home & Kitchen,Cookware Set,4,129.99,0.25,389.97,84.49,337.96,52.01
2025-01-27,EMEA,Online,Home & Kitchen,Coffee Grinder,1,39.99,0.0,39.99,23.99,23.99,16.0
2025-01-27,LATAM,In-store,Apparel,Wool Socks 3-pack,3,14.99,0.0,44.97,6.0,18.0,26.97
2025-01-27,LATAM,In-store,Media & Entertainment,Blu-ray Box Set,1,39.99,0.0,39.99,29.99,29.99,10.0
2025-01-27,North America,In-store,Home & Kitchen,Coffee Grinder,4,39.99,0.25,119.97,23.99,95.96,24.01
2025-01-27,North America,Online,Beauty & Wellness,Collagen Powder,3,34.99,0.2,83.98,14.0,42.0,41.98
2025-01-27,North America,Online,Electronics,Smart Speaker,3,49.99,0.2,119.98,34.99,104.97,15.01
2025-01-27,North America,Online,Electronics,Wireless Earbuds,4,79.99,0.0,319.96,51.99,207.96,112.0
2025-01-27,UK & Ireland,In-store,Apparel,Wool Socks 3-pack,10,14.99,0.0,149.9,6.0,60.0,89.9
2025-01-27,UK & Ireland,In-store,Electronics,Smart Speaker,1,49.99,0.0,49.99,34.99,34.99,15.0
2025-01-27,UK & Ireland,Online,Apparel,Running Tee,3,24.99,0.0,74.97,11.25,33.75,41.22
2025-01-28,APAC,In-store,Beauty & Wellness,Vitamin C Serum,2,29.99,0.15,50.98,10.5,21.0,29.98
2025-01-28,APAC,In-store,Media & Entertainment,Blu-ray Box Set,6,39.99,0.1,215.95,29.99,179.94,36.01
2025-01-28,EMEA,In-store,Beauty & Wellness,Vitamin C Serum,7,29.99,0.0,209.93,10.5,73.5,136.43
2025-01-28,EMEA,In-store,Home & Kitchen,Cookware Set,4,129.99,0.0,519.96,84.49,337.96,182.0
2025-01-28,EMEA,In-store,Media & Entertainment,Board Game,4,34.99,0.0,139.96,19.24,76.96,63.0
2025-01-28,LATAM,In-store,Electronics,Wireless Earbuds,4,79.99,0.0,319.96,51.99,207.96,112.0
2025-01-28,LATAM,Online,Beauty & Wellness,Vitamin C Serum,2,29.99,0.0,59.98,10.5,21.0,38.98
2025-01-28,North America,In-store,Apparel,Running Tee,7,24.99,0.0,174.93,11.25,78.75,96.18
2025-01-28,North America,Online,Electronics,Smart Speaker,4,49.99,0.0,199.96,34.99,139.96,60.0
2025-01-28,North America,Online,Electronics,USB-C Charger,3,19.99,0.0,59.97,10.99,32.97,27.0
2025-01-28,North America,Online,Home & Kitchen,Coffee Grinder,3,39.99,0.2,95.98,23.99,71.97,24.01
2025-01-28,North America,Online,Media & Entertainment,Vinyl Record,4,27.99,0.15,95.17,16.79,67.16,28.01
2025-01-28,UK & Ireland,In-store,Beauty & Wellness,Collagen Powder,4,34.99,0.25,104.97,14.0,56.0,48.97
2025-01-28,UK & Ireland,In-store,Beauty & Wellness,Electric Toothbrush,8,59.99,0.0,479.92,32.99,263.92,216.0
2025-01-28,UK & Ireland,In-store,Electronics,USB-C Charger,9,19.99,0.2,143.93,10.99,98.91,45.02
2025-01-28,UK & Ireland,In-store,Media & Entertainment,Blu-ray Box Set,4,39.99,0.0,159.96,29.99,119.96,40.0
2025-01-28,UK & Ireland,In-store,Media & Entertainment,Vinyl Record,5,27.99,0.0,139.95,16.79,83.95,56.0
2025-01-28,UK & Ireland,Online,Electronics,USB-C Charger,2,19.99,0.2,31.98,10.99,21.98,10.0
2025-01-29,APAC,In-store,Apparel,Wool Socks 3-pack,6,14.99,0.15,76.45,6.0,36.0,40.45
2025-01-29,APAC,In-store,Beauty & Wellness,Collagen Powder,4,34.99,0.1,125.96,14.0,56.0,69.96
2025-01-29,APAC,In-store,Electronics,Smart Speaker,5,49.99,0.0,249.95,34.99,174.95,75.0
2025-01-29,APAC,In-store,Electronics,Wireless Earbuds,7,79.99,0.15,475.94,51.99,363.93,112.01
2025-01-29,APAC,In-store,Media & Entertainment,Board Game,2,34.99,0.25,52.48,19.24,38.48,14.0
2025-01-29,APAC,Online,Home & Kitchen,Air Fryer,7,89.99,0.0,629.93,62.99,440.93,189.0
2025-01-29,EMEA,In-store,Apparel,Denim Jacket,5,69.99,0.1,314.95,34.99,174.95,140.0
2025-01-29,EMEA,In-store,Media & Entertainment,Board Game,3,34.99,0.0,104.97,19.24,57.72,47.25
2025-01-29,EMEA,Online,Apparel,Wool Socks 3-pack,3,14.99,0.0,44.97,6.0,18.0,26.97
2025-01-29,LATAM,In-store,Beauty & Wellness,Collagen Powder,3,34.99,0.0,104.97,14.0,42.0,62.97
2025-01-29,LATAM,In-store,Home & Kitchen,Coffee Grinder,3,39.99,0.0,119.97,23.99,71.97,48.0
2025-01-29,LATAM,Online,Electronics,Smart Speaker,5,49.99,0.0,249.95,34.99,174.95,75.0
2025-01-29,North America,In-store,Apparel,Running Tee,8,24.99,0.2,159.94,11.25,90.0,69.94
2025-01-29,North America,In-store,Beauty & Wellness,Vitamin C Serum,6,29.99,0.0,179.94,10.5,63.0,116.94
2025-01-29,North America,In-store,Electronics,Smart Speaker,4,49.99,0.0,199.96,34.99,139.96,60.0
2025-01-29,North America,In-store,Media & Entertainment,Blu-ray Box Set,3,39.99,0.15,101.97,29.99,89.97,12.0
2025-01-29,North America,Online,Electronics,Wireless Earbuds,9,79.99,0.0,719.91,51.99,467.91,252.0
2025-01-29,UK & Ireland,In-store,Home & Kitchen,Cookware Set,3,129.99,0.25,292.48,84.49,253.47,39.01
2025-01-30,APAC,In-store,Apparel,Denim Jacket,4,69.99,0.0,279.96,34.99,139.96,140.0
2025-01-30,APAC,Online,Apparel,Running Tee,3,24.99,0.0,74.97,11.25,33.75,41.22
2025-01-30,APAC,Online,Beauty & Wellness,Collagen Powder,1,34.99,0.0,34.99,14.0,14.0,20.99
2025-01-30,APAC,Online,Electronics,Smart Speaker,1,49.99,0.1,44.99,34.99,34.99,10.0
2025-01-30,EMEA,In-store,Apparel,Wool Socks 3-pack,7,14.99,0.0,104.93,6.0,42.0,62.93
2025-01-30,EMEA,In-store,Electronics,USB-C Charger,7,19.99,0.25,104.95,10.99,76.93,28.02
2025-01-30,EMEA,Online,Apparel,Wool Socks 3-pack,2,14.99,0.0,29.98,6.0,12.0,17.98
2025-01-30,EMEA,Online,Electronics,Smart Speaker,4,49.99,0.0,199.96,34.99,139.96,60.0
2025-01-30,LATAM,In-store,Beauty & Wellness,Vitamin C Serum,4,29.99,0.0,119.96,10.5,42.0,77.96
2025-01-30,LATAM,Online,Beauty & Wellness,Collagen Powder,1,34.99,0.1,31.49,14.0,14.0,17.49
2025-01-30,North America,In-store,Beauty & Wellness,Electric Toothbrush,4,59.99,0.0,239.96,32.99,131.96,108.0
2025-01-30,North America,In-store,Beauty & Wellness,Vitamin C Serum,3,29.99,0.15,76.47,10.5,31.5,44.97
2025-01-30,North America,In-store,Electronics,Wireless Earbuds,10,79.99,0.0,799.9,51.99,519.9,280.0
2025-01-30,North America,In-store,Media & Entertainment,Blu-ray Box Set,5,39.99,0.0,199.95,29.99,149.95,50.0
2025-01-30,UK & Ireland,In-store,Electronics,USB-C Charger,7,19.99,0.0,139.93,10.99,76.93,63.0
2025-01-30,UK & Ireland,Online,Beauty & Wellness,Electric Toothbrush,1,59.99,0.0,59.99,32.99,32.99,27.0
2025-01-30,UK & Ireland,Online,Electronics,USB-C Charger,6,19.99,0.2,95.95,10.99,65.94,30.01
2025-01-31,APAC,In-store,Electronics,USB-C Charger,15,19.99,0.0,299.85,10.99,164.85,135.0
2025-01-31,APAC,Online,Apparel,Denim Jacket,5,69.99,0.0,349.95,34.99,174.95,175.0
2025-01-31,APAC,Online,Home & Kitchen,Cookware Set,2,129.99,0.0,259.98,84.49,168.98,91.0
2025-01-31,EMEA,In-store,Electronics,USB-C Charger,17,19.99,0.0,339.83,10.99,186.83,153.0
2025-01-31,EMEA,Online,Apparel,Denim Jacket,1,69.99,0.0,69.99,34.99,34.99,35.0
2025-01-31,EMEA,Online,Beauty & Wellness,Vitamin C Serum,3,29.99,0.2,71.98,10.5,31.5,40.48
2025-01-31,LATAM,In-store,Beauty & Wellness,Electric Toothbrush,4,59.99,0.1,215.96,32.99,131.96,84.0
2025-01-31,LATAM,In-store,Beauty & Wellness,Vitamin C Serum,7,29.99,0.0,209.93,10.5,73.5,136.43
2025-01-31,LATAM,In-store,Media & Entertainment,Vinyl Record,5,27.99,0.0,139.95,16.79,83.95,56.0
2025-01-31,North America,In-store,Home & Kitchen,Air Fryer,5,89.99,0.0,449.95,62.99,314.95,135.0
2025-01-31,North America,In-store,Home & Kitchen,Coffee Grinder,4,39.99,0.1,143.96,23.99,95.96,48.0
2025-01-31,North America,In-store,Media & Entertainment,Vinyl Record,3,27.99,0.0,83.97,16.79,50.37,33.6
2025-01-31,North America,Online,Beauty & Wellness,Collagen Powder,3,34.99,0.0,104.97,14.0,42.0,62.97
2025-01-31,North America,Online,Electronics,Smart Speaker,6,49.99,0.0,299.94,34.99,209.94,90.0
2025-01-31,UK & Ireland,In-store,Home & Kitchen,Air Fryer,6,89.99,0.0,539.94,62.99,377.94,162.0
